,Date,Open Price,High Price,Low Price,Close Price
0,01-Jan-1996,407.0,407.9,405.0,407.9
1,02-Jan-1996,407.0,409.0,406.25,406.25
2,03-Jan-1996,409.0,409.0,409.0,409.0
3,04-Jan-1996,405.0,407.0,405.0,406.3
4,05-Jan-1996,401.5,401.5,401.5,401.5
5,08-Jan-1996,401.5,405.0,402.0,404.0
6,09-Jan-1996,404.0,400.0,395.0,399.5
7,10-Jan-1996,399.5,397.0,395.0,396.0
8,11-Jan-1996,399.0,405.0,396.0,405.0
9,12-Jan-1996,403.0,403.0,400.0,402.75
10,15-Jan-1996,397.5,402.0,397.5,398.25
11,16-Jan-1996,398.25,400.0,365.0,400.0
12,17-Jan-1996,400.0,401.0,395.0,396.2
13,18-Jan-1996,396.2,397.5,394.0,397.5
14,19-Jan-1996,395.0,395.0,393.25,393.5
15,22-Jan-1996,395.0,397.5,395.0,397.5
16,23-Jan-1996,393.0,400.0,393.0,396.25
17,24-Jan-1996,396.25,394.5,385.5,394.5
18,25-Jan-1996,394.75,394.75,393.0,393.0
19,29-Jan-1996,392.0,392.0,390.75,390.75
20,30-Jan-1996,390.75,397.0,395.0,395.5
21,31-Jan-1996,395.5,400.0,393.0,400.0
22,01-Feb-1996,400.0,415.0,400.0,415.0
23,02-Feb-1996,415.0,430.0,415.0,429.95
24,05-Feb-1996,429.95,431.0,420.05,430.0
25,06-Feb-1996,430.0,452.5,430.0,440.0
26,07-Feb-1996,440.0,432.0,427.0,428.3
27,08-Feb-1996,435.0,455.0,435.0,455.0
28,09-Feb-1996,455.0,475.0,425.0,472.35
29,12-Feb-1996,472.35,479.0,465.0,467.0
30,13-Feb-1996,480.0,490.0,480.0,490.0
31,14-Feb-1996,490.0,512.5,487.0,508.5
32,15-Feb-1996,508.5,515.0,490.0,513.3
33,16-Feb-1996,513.3,520.0,494.25,514.75
34,19-Feb-1996,514.75,505.0,503.0,504.1
35,20-Feb-1996,504.1,502.5,496.0,496.1
36,22-Feb-1996,496.1,498.0,492.15,492.25
37,23-Feb-1996,492.25,497.0,492.0,497.0
38,26-Feb-1996,497.0,500.0,494.75,500.0
39,27-Feb-1996,500.0,487.5,475.0,475.0
40,28-Feb-1996,475.0,476.0,476.0,476.0
41,29-Feb-1996,476.0,470.0,468.0,469.0
42,01-Mar-1996,469.0,475.0,460.0,472.5
43,04-Mar-1996,475.0,480.0,475.0,480.0
44,06-Mar-1996,487.9,487.9,466.5,466.5
45,07-Mar-1996,466.5,480.0,469.95,480.0
46,08-Mar-1996,480.0,483.95,476.0,483.95
47,11-Mar-1996,483.95,480.0,477.05,479.0
48,12-Mar-1996,479.0,480.0,470.0,480.0
49,13-Mar-1996,480.0,475.2,468.5,468.5
50,14-Mar-1996,468.5,480.0,479.75,480.0
51,15-Mar-1996,480.0,478.05,478.0,478.0
52,18-Mar-1996,478.0,480.0,478.0,478.7
53,19-Mar-1996,478.7,480.0,475.0,480.0
54,21-Mar-1996,480.0,483.7,478.5,478.5
55,22-Mar-1996,478.5,487.0,482.05,484.7
56,25-Mar-1996,484.7,479.9,471.5,479.0
57,26-Mar-1996,479.0,478.0,472.6,472.6
58,27-Mar-1996,472.6,480.0,476.0,476.0
59,28-Mar-1996,476.0,486.05,485.0,486.05
60,29-Mar-1996,486.05,503.95,490.0,502.95
61,02-Apr-1996,502.95,505.0,499.0,505.0
62,03-Apr-1996,505.0,507.0,501.0,501.0
63,04-Apr-1996,501.0,500.0,500.0,500.0
64,08-Apr-1996,500.0,502.9,500.0,502.9
65,09-Apr-1996,502.9,530.0,506.0,528.5
66,10-Apr-1996,528.5,582.0,555.05,557.5
67,11-Apr-1996,557.5,556.0,545.0,551.0
68,12-Apr-1996,551.0,560.0,548.05,559.4
69,15-Apr-1996,559.4,600.0,560.0,594.0
70,16-Apr-1996,594.0,625.0,590.0,617.8
71,17-Apr-1996,617.8,655.0,620.0,648.1
72,18-Apr-1996,648.1,674.9,630.5,640.9
73,19-Apr-1996,640.9,651.0,632.5,636.0
74,22-Apr-1996,636.0,635.0,620.0,621.0
75,23-Apr-1996,621.0,625.0,615.0,623.6
76,24-Apr-1996,623.6,650.0,631.0,636.05
77,25-Apr-1996,636.05,643.5,635.05,635.1
78,26-Apr-1996,635.1,644.0,626.3,633.55
79,29-Apr-1996,633.55,632.0,626.9,629.0
80,30-Apr-1996,629.0,634.75,626.5,630.5
81,01-May-1996,630.5,633.0,629.0,630.5
82,02-May-1996,630.5,660.0,634.0,642.0
83,03-May-1996,642.0,648.0,635.0,642.25
84,06-May-1996,642.25,648.75,637.5,646.4
85,07-May-1996,646.4,650.0,640.25,650.0
86,08-May-1996,650.0,664.0,645.0,658.7
87,09-May-1996,658.7,704.5,647.05,676.35
88,10-May-1996,676.35,693.5,655.0,687.75
89,13-May-1996,687.75,698.65,681.1,687.35
90,14-May-1996,687.35,689.9,674.0,683.95
91,15-May-1996,683.95,688.7,668.0,674.9
92,16-May-1996,674.9,693.0,681.0,681.8
93,17-May-1996,681.8,690.4,663.0,671.35
94,20-May-1996,671.35,670.0,661.5,662.15
95,21-May-1996,662.15,672.0,658.5,666.25
96,22-May-1996,666.25,670.0,664.5,664.5
97,23-May-1996,664.5,662.25,655.55,659.85
98,24-May-1996,659.85,662.0,651.0,661.0
99,27-May-1996,661.0,655.0,648.25,648.25
100,28-May-1996,648.25,655.0,640.0,654.0
101,29-May-1996,654.0,662.75,656.25,662.75
102,30-May-1996,662.75,655.0,645.25,650.2
103,31-May-1996,650.2,650.0,646.0,647.0
104,03-Jun-1996,647.0,667.0,658.5,666.45
105,04-Jun-1996,666.45,670.7,665.0,670.7
106,05-Jun-1996,671.5,674.0,668.0,668.5
107,06-Jun-1996,675.0,682.0,675.0,682.0
108,07-Jun-1996,681.75,692.0,680.1,691.8
109,10-Jun-1996,712.95,712.95,702.0,704.05
110,11-Jun-1996,700.0,707.0,696.1,705.8
111,12-Jun-1996,710.0,719.0,708.0,710.1
112,13-Jun-1996,705.0,709.9,700.0,706.95
113,14-Jun-1996,708.95,711.0,706.0,710.0
114,17-Jun-1996,720.0,721.0,710.0,710.0
115,18-Jun-1996,702.5,720.0,700.0,707.45
116,19-Jun-1996,710.0,710.0,710.0,710.0
117,20-Jun-1996,700.0,710.0,700.0,705.0
118,21-Jun-1996,706.0,710.0,705.0,705.0
119,24-Jun-1996,700.0,700.0,695.0,697.4
120,25-Jun-1996,694.1,697.0,693.1,696.5
121,26-Jun-1996,699.95,711.0,695.0,709.5
122,27-Jun-1996,699.0,710.0,698.5,709.2
123,28-Jun-1996,709.0,709.0,703.55,707.0
124,01-Jul-1996,710.0,712.0,705.75,708.0
125,02-Jul-1996,705.0,710.0,705.0,706.7
126,03-Jul-1996,701.0,709.9,697.5,702.8
127,04-Jul-1996,699.0,705.0,690.75,700.0
128,05-Jul-1996,700.0,700.0,698.0,698.0
129,08-Jul-1996,698.0,700.0,693.75,693.75
130,09-Jul-1996,699.0,699.0,690.0,695.0
131,10-Jul-1996,698.0,710.0,698.0,710.0
132,11-Jul-1996,710.0,715.25,706.0,706.2
133,12-Jul-1996,709.9,713.0,706.15,708.9
134,15-Jul-1996,707.5,707.5,703.0,703.0
135,16-Jul-1996,696.1,696.1,685.0,691.7
136,18-Jul-1996,695.0,695.25,690.0,695.25
137,19-Jul-1996,700.0,700.0,691.5,698.25
138,22-Jul-1996,705.0,705.0,700.0,700.0
139,23-Jul-1996,700.0,700.0,691.0,693.95
140,24-Jul-1996,685.0,685.0,658.0,685.0
141,25-Jul-1996,684.0,700.0,682.0,695.1
142,26-Jul-1996,697.9,698.0,682.0,686.0
143,29-Jul-1996,689.0,690.0,681.5,681.5
144,30-Jul-1996,680.0,680.0,636.0,639.5
145,31-Jul-1996,642.05,660.0,642.05,660.0
146,01-Aug-1996,670.0,700.0,670.0,699.95
147,02-Aug-1996,704.0,704.0,690.0,690.0
148,05-Aug-1996,690.0,690.0,684.0,684.95
149,06-Aug-1996,680.0,694.0,680.0,687.9
150,07-Aug-1996,675.0,680.0,675.0,677.95
151,08-Aug-1996,684.9,690.0,684.5,689.0
152,09-Aug-1996,685.0,685.0,680.0,681.2
153,12-Aug-1996,677.05,680.0,671.0,671.7
154,13-Aug-1996,667.0,670.0,666.5,666.5
155,14-Aug-1996,670.0,671.0,670.0,671.0
156,16-Aug-1996,655.1,655.1,632.0,648.0
157,19-Aug-1996,637.0,647.0,636.0,636.5
158,20-Aug-1996,636.0,640.0,636.0,636.0
159,21-Aug-1996,636.0,645.0,635.95,643.65
160,22-Aug-1996,649.0,650.0,644.0,644.0
161,23-Aug-1996,653.5,657.9,652.0,657.5
162,26-Aug-1996,670.0,670.0,653.0,655.1
163,27-Aug-1996,646.0,660.0,646.0,657.4
164,28-Aug-1996,660.0,668.0,655.0,655.0
165,29-Aug-1996,660.0,672.0,660.0,664.1
166,30-Aug-1996,675.0,675.0,670.0,670.0
167,02-Sep-1996,681.05,681.05,669.5,669.75
168,03-Sep-1996,668.0,668.05,663.1,663.1
169,04-Sep-1996,667.0,670.35,667.0,670.35
170,05-Sep-1996,674.0,674.0,671.0,674.0
171,06-Sep-1996,672.0,700.0,670.0,690.0
172,09-Sep-1996,682.0,685.0,672.0,672.0
173,10-Sep-1996,666.0,670.0,666.0,668.7
174,11-Sep-1996,661.0,666.0,661.0,663.0
175,12-Sep-1996,663.8,663.9,663.8,663.9
176,13-Sep-1996,656.5,663.0,656.5,660.1
177,16-Sep-1996,658.0,660.0,658.0,660.0
178,17-Sep-1996,669.9,669.9,655.0,659.85
179,18-Sep-1996,664.0,670.0,664.0,664.0
180,19-Sep-1996,664.0,670.0,664.0,670.0
181,20-Sep-1996,670.0,672.0,670.0,670.25
182,23-Sep-1996,660.0,680.0,660.0,675.5
183,24-Sep-1996,665.1,670.95,665.0,670.0
184,25-Sep-1996,670.0,673.9,670.0,672.15
185,26-Sep-1996,668.0,668.0,665.1,665.1
186,27-Sep-1996,655.0,664.0,655.0,664.0
187,30-Sep-1996,658.0,662.5,655.0,659.5
188,01-Oct-1996,655.0,656.0,645.0,645.0
189,03-Oct-1996,635.0,649.75,633.5,649.75
190,04-Oct-1996,636.0,644.95,635.5,642.5
191,07-Oct-1996,639.5,639.5,623.0,627.05
192,08-Oct-1996,621.0,636.0,619.25,632.0
193,09-Oct-1996,628.0,650.0,628.0,649.2
194,10-Oct-1996,685.0,694.0,670.0,680.35
195,11-Oct-1996,690.0,690.0,680.25,684.05
196,14-Oct-1996,680.0,680.0,670.0,671.0
197,15-Oct-1996,672.7,674.5,657.0,661.85
198,16-Oct-1996,668.0,670.0,665.0,668.65
199,17-Oct-1996,670.0,670.0,665.0,667.95
200,18-Oct-1996,670.0,670.0,667.5,668.25
201,22-Oct-1996,687.9,695.0,687.5,691.0
202,23-Oct-1996,705.0,710.0,695.0,699.0
203,24-Oct-1996,720.0,720.0,690.15,690.35
204,25-Oct-1996,680.0,689.0,680.0,688.95
205,28-Oct-1996,690.0,690.0,680.05,687.3
206,29-Oct-1996,656.3,691.0,656.3,688.65
207,31-Oct-1996,682.0,684.0,666.0,679.9
208,01-Nov-1996,679.9,685.0,679.9,685.0
209,04-Nov-1996,670.1,680.0,670.1,680.0
210,05-Nov-1996,671.55,682.0,671.55,680.0
211,06-Nov-1996,674.9,680.0,674.9,680.0
212,07-Nov-1996,685.0,689.85,685.0,689.85
213,08-Nov-1996,698.95,698.95,694.05,694.05
214,10-Nov-1996,695.0,699.75,695.0,697.0
215,11-Nov-1996,691.0,691.0,685.35,685.35
216,13-Nov-1996,688.05,695.0,688.05,695.0
217,14-Nov-1996,695.0,702.0,695.0,698.15
218,15-Nov-1996,700.0,700.0,700.0,700.0
219,18-Nov-1996,699.0,699.75,695.15,696.85
220,19-Nov-1996,695.05,706.0,695.05,701.2
221,20-Nov-1996,698.05,702.0,698.05,702.0
222,21-Nov-1996,701.0,701.0,699.0,699.0
223,22-Nov-1996,699.0,700.0,699.0,699.5
224,25-Nov-1996,690.0,694.0,690.0,694.0
225,26-Nov-1996,692.0,694.0,691.2,691.2
226,27-Nov-1996,687.9,691.0,687.9,690.5
227,28-Nov-1996,690.0,695.0,690.0,693.75
228,29-Nov-1996,685.25,695.0,685.25,695.0
229,02-Dec-1996,690.0,695.0,686.9,694.65
230,03-Dec-1996,700.0,700.0,686.0,686.0
231,04-Dec-1996,675.0,680.0,675.0,679.9
232,05-Dec-1996,660.0,678.0,660.0,677.9
233,06-Dec-1996,678.1,690.0,678.0,690.0
234,09-Dec-1996,690.0,690.0,690.0,690.0
235,10-Dec-1996,682.0,688.7,682.0,687.45
236,11-Dec-1996,700.0,705.0,699.0,704.5
237,12-Dec-1996,702.0,705.0,702.0,705.0
238,13-Dec-1996,700.0,705.0,700.0,705.0
239,16-Dec-1996,705.0,709.9,705.0,708.6
240,17-Dec-1996,712.0,718.0,710.05,716.7
241,18-Dec-1996,744.0,744.0,730.0,735.0
242,19-Dec-1996,745.0,750.0,736.1,750.0
243,20-Dec-1996,754.0,763.0,750.0,763.0
244,23-Dec-1996,765.0,768.0,761.0,765.0
245,24-Dec-1996,756.0,770.0,756.0,760.0
246,26-Dec-1996,774.0,775.0,774.0,775.0
247,31-Dec-1996,780.0,780.0,770.0,770.0
